"Time (UTCG)","Xmtr Power (dBW)","Xmtr Gain (dB)","EIRP (dBW)","Free Space Loss (dB)","Atmos Loss (dB)","Rain Loss (dB)","CloudsFog Loss (dB)","TropoScintill Loss (dB)","Prop Loss (dB)","Freq. Doppler Shift (kHz)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","Tatmos (K)","Train (K)","TcloudsFog (K)","TtropoScintill (K)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","Bandwidth Overlap (units)","C/N (dB)","Eb/No (dB)","BER"
15 May 2024 16:54:37.000,30.000,0.0000,30.000,187.6958,0.0000,0.0000,0.0000,0.0000,187.6958,279.158193,14.500279,-157.696,-113.012760,0.000,0.000,0.000,0.000,20.00000000,90.903334,32000.000000,1.0000,15.8518,18.8621,1.000000e-30
15 May 2024 16:54:38.000,30.000,0.0000,30.000,187.6832,0.0000,0.0000,0.0000,0.0000,187.6832,279.153030,14.500279,-157.683,-113.000181,0.000,0.000,0.000,0.000,20.00000000,90.915914,32000.000000,1.0000,15.8644,18.8747,1.000000e-30
15 May 2024 16:54:39.000,30.000,0.0000,30.000,187.6706,0.0000,0.0000,0.0000,0.0000,187.6706,279.147615,14.500279,-157.671,-112.987583,0.000,0.000,0.000,0.000,20.00000000,90.928511,32000.000000,1.0000,15.8770,18.8873,1.000000e-30
15 May 2024 16:54:40.000,30.000,0.0000,30.000,187.6580,0.0000,0.0000,0.0000,0.0000,187.6580,279.141947,14.500279,-157.658,-112.974968,0.000,0.000,0.000,0.000,20.00000000,90.941127,32000.000000,1.0000,15.8896,18.8999,1.000000e-30
15 May 2024 16:54:41.000,30.000,0.0000,30.000,187.6454,0.0000,0.0000,0.0000,0.0000,187.6454,279.136025,14.500279,-157.645,-112.962334,0.000,0.000,0.000,0.000,20.00000000,90.953760,32000.000000,1.0000,15.9023,18.9126,1.000000e-30
15 May 2024 16:54:42.000,30.000,0.0000,30.000,187.6327,0.0000,0.0000,0.0000,0.0000,187.6327,279.129848,14.500279,-157.633,-112.949682,0.000,0.000,0.000,0.000,20.00000000,90.966412,32000.000000,1.0000,15.9149,18.9252,1.000000e-30
15 May 2024 16:54:43.000,30.000,0.0000,30.000,187.6201,0.0000,0.0000,0.0000,0.0000,187.6201,279.123415,14.500279,-157.620,-112.937013,0.000,0.000,0.000,0.000,20.00000000,90.979082,32000.000000,1.0000,15.9276,18.9379,1.000000e-30
15 May 2024 16:54:44.000,30.000,0.0000,30.000,187.6074,0.0000,0.0000,0.0000,0.0000,187.6074,279.116725,14.500279,-157.607,-112.924324,0.000,0.000,0.000,0.000,20.00000000,90.991770,32000.000000,1.0000,15.9403,18.9506,1.000000e-30
15 May 2024 16:54:45.000,30.000,0.0000,30.000,187.5947,0.0000,0.0000,0.0000,0.0000,187.5947,279.109776,14.500279,-157.595,-112.911618,0.000,0.000,0.000,0.000,20.00000000,91.004476,32000.000000,1.0000,15.9530,18.9633,1.000000e-30
15 May 2024 16:54:46.000,30.000,0.0000,30.000,187.5819,0.0000,0.0000,0.0000,0.0000,187.5819,279.102567,14.500279,-157.582,-112.898894,0.000,0.000,0.000,0.000,20.00000000,91.017201,32000.000000,1.0000,15.9657,18.9760,1.000000e-30
15 May 2024 16:54:47.000,30.000,0.0000,30.000,187.5692,0.0000,0.0000,0.0000,0.0000,187.5692,279.095098,14.500279,-157.569,-112.886151,0.000,0.000,0.000,0.000,20.00000000,91.029944,32000.000000,1.0000,15.9784,18.9887,1.000000e-30
15 May 2024 16:54:48.000,30.000,0.0000,30.000,187.5564,0.0000,0.0000,0.0000,0.0000,187.5564,279.087366,14.500279,-157.556,-112.873389,0.000,0.000,0.000,0.000,20.00000000,91.042705,32000.000000,1.0000,15.9912,19.0015,1.000000e-30
15 May 2024 16:54:49.000,30.000,0.0000,30.000,187.5437,0.0000,0.0000,0.0000,0.0000,187.5437,279.079372,14.500279,-157.544,-112.860610,0.000,0.000,0.000,0.000,20.00000000,91.055485,32000.000000,1.0000,16.0040,19.0143,1.000000e-30
15 May 2024 16:54:50.000,30.000,0.0000,30.000,187.5309,0.0000,0.0000,0.0000,0.0000,187.5309,279.071112,14.500279,-157.531,-112.847811,0.000,0.000,0.000,0.000,20.00000000,91.068283,32000.000000,1.0000,16.0168,19.0271,1.000000e-30
15 May 2024 16:54:51.000,30.000,0.0000,30.000,187.5180,0.0000,0.0000,0.0000,0.0000,187.5180,279.062587,14.500279,-157.518,-112.834995,0.000,0.000,0.000,0.000,20.00000000,91.081100,32000.000000,1.0000,16.0296,19.0399,1.000000e-30
15 May 2024 16:54:52.000,30.000,0.0000,30.000,187.5052,0.0000,0.0000,0.0000,0.0000,187.5052,279.053795,14.500279,-157.505,-112.822159,0.000,0.000,0.000,0.000,20.00000000,91.093935,32000.000000,1.0000,16.0424,19.0527,1.000000e-30
15 May 2024 16:54:53.000,30.000,0.0000,30.000,187.4924,0.0000,0.0000,0.0000,0.0000,187.4924,279.044735,14.500279,-157.492,-112.809306,0.000,0.000,0.000,0.000,20.00000000,91.106789,32000.000000,1.0000,16.0553,19.0656,1.000000e-30
15 May 2024 16:54:54.000,30.000,0.0000,30.000,187.4795,0.0000,0.0000,0.0000,0.0000,187.4795,279.035406,14.500279,-157.479,-112.796433,0.000,0.000,0.000,0.000,20.00000000,91.119661,32000.000000,1.0000,16.0682,19.0785,1.000000e-30
15 May 2024 16:54:55.000,30.000,0.0000,30.000,187.4666,0.0000,0.0000,0.0000,0.0000,187.4666,279.025806,14.500279,-157.467,-112.783542,0.000,0.000,0.000,0.000,20.00000000,91.132552,32000.000000,1.0000,16.0811,19.0914,1.000000e-30
15 May 2024 16:54:56.000,30.000,0.0000,30.000,187.4537,0.0000,0.0000,0.0000,0.0000,187.4537,279.015934,14.500279,-157.454,-112.770632,0.000,0.000,0.000,0.000,20.00000000,91.145462,32000.000000,1.0000,16.0940,19.1043,1.000000e-30
15 May 2024 16:54:57.000,30.000,0.0000,30.000,187.4407,0.0000,0.0000,0.0000,0.0000,187.4407,279.005789,14.500279,-157.441,-112.757704,0.000,0.000,0.000,0.000,20.00000000,91.158391,32000.000000,1.0000,16.1069,19.1172,1.000000e-30
15 May 2024 16:54:58.000,30.000,0.0000,30.000,187.4278,0.0000,0.0000,0.0000,0.0000,187.4278,278.995369,14.500279,-157.428,-112.744756,0.000,0.000,0.000,0.000,20.00000000,91.171338,32000.000000,1.0000,16.1198,19.1301,1.000000e-30
15 May 2024 16:54:59.000,30.000,0.0000,30.000,187.4148,0.0000,0.0000,0.0000,0.0000,187.4148,278.984674,14.500279,-157.415,-112.731790,0.000,0.000,0.000,0.000,20.00000000,91.184304,32000.000000,1.0000,16.1328,19.1431,1.000000e-30
15 May 2024 16:55:00.000,30.000,0.0000,30.000,187.4018,0.0000,0.0000,0.0000,0.0000,187.4018,278.973701,14.500279,-157.402,-112.718805,0.000,0.000,0.000,0.000,20.00000000,91.197289,32000.000000,1.0000,16.1458,19.1561,1.000000e-30
15 May 2024 16:55:01.000,30.000,0.0000,30.000,187.3888,0.0000,0.0000,0.0000,0.0000,187.3888,278.962451,14.500279,-157.389,-112.705801,0.000,0.000,0.000,0.000,20.00000000,91.210293,32000.000000,1.0000,16.1588,19.1691,1.000000e-30
15 May 2024 16:55:02.000,30.000,0.0000,30.000,187.3758,0.0000,0.0000,0.0000,0.0000,187.3758,278.950921,14.500279,-157.376,-112.692778,0.000,0.000,0.000,0.000,20.00000000,91.223316,32000.000000,1.0000,16.1718,19.1821,1.000000e-30
15 May 2024 16:55:03.000,30.000,0.0000,30.000,187.3628,0.0000,0.0000,0.0000,0.0000,187.3628,278.939109,14.500279,-157.363,-112.679736,0.000,0.000,0.000,0.000,20.00000000,91.236358,32000.000000,1.0000,16.1849,19.1952,1.000000e-30
15 May 2024 16:55:04.000,30.000,0.0000,30.000,187.3497,0.0000,0.0000,0.0000,0.0000,187.3497,278.927016,14.500279,-157.350,-112.666675,0.000,0.000,0.000,0.000,20.00000000,91.249419,32000.000000,1.0000,16.1979,19.2082,1.000000e-30
15 May 2024 16:55:05.000,30.000,0.0000,30.000,187.3366,0.0000,0.0000,0.0000,0.0000,187.3366,278.914639,14.500279,-157.337,-112.653595,0.000,0.000,0.000,0.000,20.00000000,91.262499,32000.000000,1.0000,16.2110,19.2213,1.000000e-30
15 May 2024 16:55:06.000,30.000,0.0000,30.000,187.3235,0.0000,0.0000,0.0000,0.0000,187.3235,278.901977,14.500279,-157.324,-112.640496,0.000,0.000,0.000,0.000,20.00000000,91.275599,32000.000000,1.0000,16.2241,19.2344,1.000000e-30
15 May 2024 16:55:07.000,30.000,0.0000,30.000,187.3104,0.0000,0.0000,0.0000,0.0000,187.3104,278.889028,14.500279,-157.310,-112.627377,0.000,0.000,0.000,0.000,20.00000000,91.288717,32000.000000,1.0000,16.2372,19.2475,1.000000e-30
15 May 2024 16:55:08.000,30.000,0.0000,30.000,187.2973,0.0000,0.0000,0.0000,0.0000,187.2973,278.875792,14.500279,-157.297,-112.614239,0.000,0.000,0.000,0.000,20.00000000,91.301855,32000.000000,1.0000,16.2504,19.2607,1.000000e-30
15 May 2024 16:55:09.000,30.000,0.0000,30.000,187.2841,0.0000,0.0000,0.0000,0.0000,187.2841,278.862267,14.500279,-157.284,-112.601082,0.000,0.000,0.000,0.000,20.00000000,91.315012,32000.000000,1.0000,16.2635,19.2738,1.000000e-30
15 May 2024 16:55:10.000,30.000,0.0000,30.000,187.2710,0.0000,0.0000,0.0000,0.0000,187.2710,278.848451,14.500279,-157.271,-112.587906,0.000,0.000,0.000,0.000,20.00000000,91.328188,32000.000000,1.0000,16.2767,19.2870,1.000000e-30
15 May 2024 16:55:11.000,30.000,0.0000,30.000,187.2578,0.0000,0.0000,0.0000,0.0000,187.2578,278.834343,14.500279,-157.258,-112.574711,0.000,0.000,0.000,0.000,20.00000000,91.341384,32000.000000,1.0000,16.2899,19.3002,1.000000e-30
15 May 2024 16:55:12.000,30.000,0.0000,30.000,187.2445,0.0000,0.0000,0.0000,0.0000,187.2445,278.819943,14.500279,-157.245,-112.561496,0.000,0.000,0.000,0.000,20.00000000,91.354599,32000.000000,1.0000,16.3031,19.3134,1.000000e-30
15 May 2024 16:55:13.000,30.000,0.0000,30.000,187.2313,0.0000,0.0000,0.0000,0.0000,187.2313,278.805247,14.500279,-157.231,-112.548261,0.000,0.000,0.000,0.000,20.00000000,91.367833,32000.000000,1.0000,16.3163,19.3266,1.000000e-30
15 May 2024 16:55:14.000,30.000,0.0000,30.000,187.2181,0.0000,0.0000,0.0000,0.0000,187.2181,278.790255,14.500279,-157.218,-112.535007,0.000,0.000,0.000,0.000,20.00000000,91.381087,32000.000000,1.0000,16.3296,19.3399,1.000000e-30
15 May 2024 16:55:15.000,30.000,0.0000,30.000,187.2048,0.0000,0.0000,0.0000,0.0000,187.2048,278.774966,14.500279,-157.205,-112.521734,0.000,0.000,0.000,0.000,20.00000000,91.394361,32000.000000,1.0000,16.3429,19.3532,1.000000e-30
15 May 2024 16:55:16.000,30.000,0.0000,30.000,187.1915,0.0000,0.0000,0.0000,0.0000,187.1915,278.759377,14.500279,-157.191,-112.508441,0.000,0.000,0.000,0.000,20.00000000,91.407654,32000.000000,1.0000,16.3562,19.3665,1.000000e-30
15 May 2024 16:55:17.000,30.000,0.0000,30.000,187.1782,0.0000,0.0000,0.0000,0.0000,187.1782,278.743488,14.500279,-157.178,-112.495128,0.000,0.000,0.000,0.000,20.00000000,91.420966,32000.000000,1.0000,16.3695,19.3798,1.000000e-30
15 May 2024 16:55:18.000,30.000,0.0000,30.000,187.1648,0.0000,0.0000,0.0000,0.0000,187.1648,278.727297,14.500279,-157.165,-112.481795,0.000,0.000,0.000,0.000,20.00000000,91.434299,32000.000000,1.0000,16.3828,19.3931,1.000000e-30
15 May 2024 16:55:19.000,30.000,0.0000,30.000,187.1515,0.0000,0.0000,0.0000,0.0000,187.1515,278.710803,14.500279,-157.151,-112.468443,0.000,0.000,0.000,0.000,20.00000000,91.447651,32000.000000,1.0000,16.3962,19.4065,1.000000e-30
15 May 2024 16:55:20.000,30.000,0.0000,30.000,187.1381,0.0000,0.0000,0.0000,0.0000,187.1381,278.694003,14.500279,-157.138,-112.455072,0.000,0.000,0.000,0.000,20.00000000,91.461023,32000.000000,1.0000,16.4095,19.4198,1.000000e-30
15 May 2024 16:55:21.000,30.000,0.0000,30.000,187.1247,0.0000,0.0000,0.0000,0.0000,187.1247,278.676897,14.500279,-157.125,-112.441680,0.000,0.000,0.000,0.000,20.00000000,91.474414,32000.000000,1.0000,16.4229,19.4332,1.000000e-30
15 May 2024 16:55:22.000,30.000,0.0000,30.000,187.1113,0.0000,0.0000,0.0000,0.0000,187.1113,278.659483,14.500279,-157.111,-112.428268,0.000,0.000,0.000,0.000,20.00000000,91.487826,32000.000000,1.0000,16.4363,19.4466,1.000000e-30
15 May 2024 16:55:23.000,30.000,0.0000,30.000,187.0979,0.0000,0.0000,0.0000,0.0000,187.0979,278.641760,14.500279,-157.098,-112.414837,0.000,0.000,0.000,0.000,20.00000000,91.501257,32000.000000,1.0000,16.4498,19.4601,1.000000e-30
15 May 2024 16:55:24.000,30.000,0.0000,30.000,187.0844,0.0000,0.0000,0.0000,0.0000,187.0844,278.623725,14.500279,-157.084,-112.401386,0.000,0.000,0.000,0.000,20.00000000,91.514708,32000.000000,1.0000,16.4632,19.4735,1.000000e-30
15 May 2024 16:55:25.000,30.000,0.0000,30.000,187.0710,0.0000,0.0000,0.0000,0.0000,187.0710,278.605378,14.500279,-157.071,-112.387915,0.000,0.000,0.000,0.000,20.00000000,91.528180,32000.000000,1.0000,16.4767,19.4870,1.000000e-30
15 May 2024 16:55:26.000,30.000,0.0000,30.000,187.0575,0.0000,0.0000,0.0000,0.0000,187.0575,278.586716,14.500279,-157.057,-112.374423,0.000,0.000,0.000,0.000,20.00000000,91.541671,32000.000000,1.0000,16.4902,19.5005,1.000000e-30
15 May 2024 16:55:27.000,30.000,0.0000,30.000,187.0440,0.0000,0.0000,0.0000,0.0000,187.0440,278.567739,14.500279,-157.044,-112.360912,0.000,0.000,0.000,0.000,20.00000000,91.555182,32000.000000,1.0000,16.5037,19.5140,1.000000e-30
15 May 2024 16:55:28.000,30.000,0.0000,30.000,187.0304,0.0000,0.0000,0.0000,0.0000,187.0304,278.548445,14.500279,-157.030,-112.347380,0.000,0.000,0.000,0.000,20.00000000,91.568714,32000.000000,1.0000,16.5172,19.5275,1.000000e-30
15 May 2024 16:55:29.000,30.000,0.0000,30.000,187.0169,0.0000,0.0000,0.0000,0.0000,187.0169,278.528831,14.500279,-157.017,-112.333829,0.000,0.000,0.000,0.000,20.00000000,91.582266,32000.000000,1.0000,16.5308,19.5411,1.000000e-30
15 May 2024 16:55:30.000,30.000,0.0000,30.000,187.0033,0.0000,0.0000,0.0000,0.0000,187.0033,278.508897,14.500279,-157.003,-112.320257,0.000,0.000,0.000,0.000,20.00000000,91.595838,32000.000000,1.0000,16.5443,19.5546,1.000000e-30
15 May 2024 16:55:31.000,30.000,0.0000,30.000,186.9897,0.0000,0.0000,0.0000,0.0000,186.9897,278.488640,14.500278,-156.990,-112.306665,0.000,0.000,0.000,0.000,20.00000000,91.609430,32000.000000,1.0000,16.5579,19.5682,1.000000e-30
15 May 2024 16:55:32.000,30.000,0.0000,30.000,186.9761,0.0000,0.0000,0.0000,0.0000,186.9761,278.468060,14.500278,-156.976,-112.293052,0.000,0.000,0.000,0.000,20.00000000,91.623042,32000.000000,1.0000,16.5715,19.5818,1.000000e-30
15 May 2024 16:55:33.000,30.000,0.0000,30.000,186.9625,0.0000,0.0000,0.0000,0.0000,186.9625,278.447154,14.500278,-156.962,-112.279419,0.000,0.000,0.000,0.000,20.00000000,91.636675,32000.000000,1.0000,16.5852,19.5955,1.000000e-30
15 May 2024 16:55:34.000,30.000,0.0000,30.000,186.9488,0.0000,0.0000,0.0000,0.0000,186.9488,278.425922,14.500278,-156.949,-112.265766,0.000,0.000,0.000,0.000,20.00000000,91.650328,32000.000000,1.0000,16.5988,19.6091,1.000000e-30
15 May 2024 16:55:35.000,30.000,0.0000,30.000,186.9351,0.0000,0.0000,0.0000,0.0000,186.9351,278.404360,14.500278,-156.935,-112.252092,0.000,0.000,0.000,0.000,20.00000000,91.664002,32000.000000,1.0000,16.6125,19.6228,1.000000e-30
15 May 2024 16:55:36.000,30.000,0.0000,30.000,186.9214,0.0000,0.0000,0.0000,0.0000,186.9214,278.382468,14.500278,-156.921,-112.238398,0.000,0.000,0.000,0.000,20.00000000,91.677696,32000.000000,1.0000,16.6262,19.6365,1.000000e-30
15 May 2024 16:55:37.000,30.000,0.0000,30.000,186.9077,0.0000,0.0000,0.0000,0.0000,186.9077,278.360243,14.500278,-156.908,-112.224684,0.000,0.000,0.000,0.000,20.00000000,91.691411,32000.000000,1.0000,16.6399,19.6502,1.000000e-30
15 May 2024 16:55:38.000,30.000,0.0000,30.000,186.8940,0.0000,0.0000,0.0000,0.0000,186.8940,278.337685,14.500278,-156.894,-112.210948,0.000,0.000,0.000,0.000,20.00000000,91.705146,32000.000000,1.0000,16.6536,19.6639,1.000000e-30
15 May 2024 16:55:39.000,30.000,0.0000,30.000,186.8802,0.0000,0.0000,0.0000,0.0000,186.8802,278.314790,14.500278,-156.880,-112.197193,0.000,0.000,0.000,0.000,20.00000000,91.718902,32000.000000,1.0000,16.6674,19.6777,1.000000e-30
15 May 2024 16:55:40.000,30.000,0.0000,30.000,186.8665,0.0000,0.0000,0.0000,0.0000,186.8665,278.291559,14.500278,-156.866,-112.183416,0.000,0.000,0.000,0.000,20.00000000,91.732678,32000.000000,1.0000,16.6812,19.6915,1.000000e-30
15 May 2024 16:55:41.000,30.000,0.0000,30.000,186.8527,0.0000,0.0000,0.0000,0.0000,186.8527,278.267988,14.500278,-156.853,-112.169619,0.000,0.000,0.000,0.000,20.00000000,91.746476,32000.000000,1.0000,16.6950,19.7053,1.000000e-30
15 May 2024 16:55:42.000,30.000,0.0000,30.000,186.8388,0.0000,0.0000,0.0000,0.0000,186.8388,278.244077,14.500278,-156.839,-112.155801,0.000,0.000,0.000,0.000,20.00000000,91.760294,32000.000000,1.0000,16.7088,19.7191,1.000000e-30
15 May 2024 16:55:43.000,30.000,0.0000,30.000,186.8250,0.0000,0.0000,0.0000,0.0000,186.8250,278.219822,14.500278,-156.825,-112.141962,0.000,0.000,0.000,0.000,20.00000000,91.774132,32000.000000,1.0000,16.7226,19.7329,1.000000e-30
15 May 2024 16:55:44.000,30.000,0.0000,30.000,186.8111,0.0000,0.0000,0.0000,0.0000,186.8111,278.195224,14.500278,-156.811,-112.128102,0.000,0.000,0.000,0.000,20.00000000,91.787992,32000.000000,1.0000,16.7365,19.7468,1.000000e-30
15 May 2024 16:55:45.000,30.000,0.0000,30.000,186.7973,0.0000,0.0000,0.0000,0.0000,186.7973,278.170279,14.500278,-156.797,-112.114221,0.000,0.000,0.000,0.000,20.00000000,91.801873,32000.000000,1.0000,16.7504,19.7607,1.000000e-30
15 May 2024 16:55:46.000,30.000,0.0000,30.000,186.7834,0.0000,0.0000,0.0000,0.0000,186.7834,278.144985,14.500278,-156.783,-112.100320,0.000,0.000,0.000,0.000,20.00000000,91.815774,32000.000000,1.0000,16.7643,19.7746,1.000000e-30
15 May 2024 16:55:47.000,30.000,0.0000,30.000,186.7694,0.0000,0.0000,0.0000,0.0000,186.7694,278.119342,14.500278,-156.769,-112.086397,0.000,0.000,0.000,0.000,20.00000000,91.829697,32000.000000,1.0000,16.7782,19.7885,1.000000e-30
15 May 2024 16:55:48.000,30.000,0.0000,30.000,186.7555,0.0000,0.0000,0.0000,0.0000,186.7555,278.093347,14.500278,-156.755,-112.072453,0.000,0.000,0.000,0.000,20.00000000,91.843641,32000.000000,1.0000,16.7921,19.8024,1.000000e-30
15 May 2024 16:55:49.000,30.000,0.0000,30.000,186.7415,0.0000,0.0000,0.0000,0.0000,186.7415,278.066998,14.500278,-156.742,-112.058489,0.000,0.000,0.000,0.000,20.00000000,91.857606,32000.000000,1.0000,16.8061,19.8164,1.000000e-30
15 May 2024 16:55:50.000,30.000,0.0000,30.000,186.7275,0.0000,0.0000,0.0000,0.0000,186.7275,278.040294,14.500278,-156.728,-112.044503,0.000,0.000,0.000,0.000,20.00000000,91.871592,32000.000000,1.0000,16.8201,19.8304,1.000000e-30
15 May 2024 16:55:51.000,30.000,0.0000,30.000,186.7135,0.0000,0.0000,0.0000,0.0000,186.7135,278.013233,14.500278,-156.714,-112.030496,0.000,0.000,0.000,0.000,20.00000000,91.885599,32000.000000,1.0000,16.8341,19.8444,1.000000e-30
15 May 2024 16:55:52.000,30.000,0.0000,30.000,186.6995,0.0000,0.0000,0.0000,0.0000,186.6995,277.985812,14.500278,-156.700,-112.016467,0.000,0.000,0.000,0.000,20.00000000,91.899627,32000.000000,1.0000,16.8481,19.8584,1.000000e-30
15 May 2024 16:55:53.000,30.000,0.0000,30.000,186.6855,0.0000,0.0000,0.0000,0.0000,186.6855,277.958029,14.500278,-156.685,-112.002418,0.000,0.000,0.000,0.000,20.00000000,91.913677,32000.000000,1.0000,16.8622,19.8725,1.000000e-30
15 May 2024 16:55:54.000,30.000,0.0000,30.000,186.6714,0.0000,0.0000,0.0000,0.0000,186.6714,277.929884,14.500278,-156.671,-111.988346,0.000,0.000,0.000,0.000,20.00000000,91.927748,32000.000000,1.0000,16.8762,19.8865,1.000000e-30
15 May 2024 16:55:55.000,30.000,0.0000,30.000,186.6573,0.0000,0.0000,0.0000,0.0000,186.6573,277.901373,14.500278,-156.657,-111.974254,0.000,0.000,0.000,0.000,20.00000000,91.941840,32000.000000,1.0000,16.8903,19.9006,1.000000e-30
15 May 2024 16:55:56.000,30.000,0.0000,30.000,186.6432,0.0000,0.0000,0.0000,0.0000,186.6432,277.872496,14.500278,-156.643,-111.960140,0.000,0.000,0.000,0.000,20.00000000,91.955954,32000.000000,1.0000,16.9045,19.9148,1.000000e-30
