"Time (UTCG)","Xmtr Power (dBW)","Xmtr Gain (dB)","EIRP (dBW)","Free Space Loss (dB)","Atmos Loss (dB)","Rain Loss (dB)","CloudsFog Loss (dB)","TropoScintill Loss (dB)","Prop Loss (dB)","Freq. Doppler Shift (kHz)","Rcvd. Frequency (GHz)","Rcvd. Iso. Power (dBW)","Flux Density (dBW/m^2)","Tatmos (K)","Train (K)","TcloudsFog (K)","TtropoScintill (K)","g/T (dB/K)","C/No (dB*Hz)","Bandwidth (kHz)","Bandwidth Overlap (units)","C/N (dB)","Eb/No (dB)","BER"
15 May 2024 15:13:48.000,30.000,0.0000,30.000,187.9235,0.0000,0.0000,0.0000,0.0000,187.9235,259.785896,14.500260,-157.924,-113.240488,0.000,0.000,0.000,0.000,20.00000000,90.675606,32000.000000,1.0000,15.6241,18.6344,1.000000e-30
15 May 2024 15:13:49.000,30.000,0.0000,30.000,187.9121,0.0000,0.0000,0.0000,0.0000,187.9121,259.738243,14.500260,-157.912,-113.229084,0.000,0.000,0.000,0.000,20.00000000,90.687010,32000.000000,1.0000,15.6355,18.6458,1.000000e-30
15 May 2024 15:13:50.000,30.000,0.0000,30.000,187.9007,0.0000,0.0000,0.0000,0.0000,187.9007,259.690188,14.500260,-157.901,-113.217668,0.000,0.000,0.000,0.000,20.00000000,90.698427,32000.000000,1.0000,15.6469,18.6572,1.000000e-30
15 May 2024 15:13:51.000,30.000,0.0000,30.000,187.8893,0.0000,0.0000,0.0000,0.0000,187.8893,259.641729,14.500260,-157.889,-113.206238,0.000,0.000,0.000,0.000,20.00000000,90.709856,32000.000000,1.0000,15.6584,18.6687,1.000000e-30
15 May 2024 15:13:52.000,30.000,0.0000,30.000,187.8778,0.0000,0.0000,0.0000,0.0000,187.8778,259.592865,14.500260,-157.878,-113.194795,0.000,0.000,0.000,0.000,20.00000000,90.721299,32000.000000,1.0000,15.6698,18.6801,1.000000e-30
15 May 2024 15:13:53.000,30.000,0.0000,30.000,187.8664,0.0000,0.0000,0.0000,0.0000,187.8664,259.543594,14.500260,-157.866,-113.183340,0.000,0.000,0.000,0.000,20.00000000,90.732754,32000.000000,1.0000,15.6813,18.6916,1.000000e-30
15 May 2024 15:13:54.000,30.000,0.0000,30.000,187.8549,0.0000,0.0000,0.0000,0.0000,187.8549,259.493914,14.500259,-157.855,-113.171871,0.000,0.000,0.000,0.000,20.00000000,90.744223,32000.000000,1.0000,15.6927,18.7030,1.000000e-30
15 May 2024 15:13:55.000,30.000,0.0000,30.000,187.8434,0.0000,0.0000,0.0000,0.0000,187.8434,259.443823,14.500259,-157.843,-113.160390,0.000,0.000,0.000,0.000,20.00000000,90.755704,32000.000000,1.0000,15.7042,18.7145,1.000000e-30
15 May 2024 15:13:56.000,30.000,0.0000,30.000,187.8319,0.0000,0.0000,0.0000,0.0000,187.8319,259.393320,14.500259,-157.832,-113.148896,0.000,0.000,0.000,0.000,20.00000000,90.767199,32000.000000,1.0000,15.7157,18.7260,1.000000e-30
15 May 2024 15:13:57.000,30.000,0.0000,30.000,187.8204,0.0000,0.0000,0.0000,0.0000,187.8204,259.342402,14.500259,-157.820,-113.137388,0.000,0.000,0.000,0.000,20.00000000,90.778706,32000.000000,1.0000,15.7272,18.7375,1.000000e-30
15 May 2024 15:13:58.000,30.000,0.0000,30.000,187.8089,0.0000,0.0000,0.0000,0.0000,187.8089,259.291068,14.500259,-157.809,-113.125868,0.000,0.000,0.000,0.000,20.00000000,90.790226,32000.000000,1.0000,15.7387,18.7490,1.000000e-30
15 May 2024 15:13:59.000,30.000,0.0000,30.000,187.7974,0.0000,0.0000,0.0000,0.0000,187.7974,259.239316,14.500259,-157.797,-113.114335,0.000,0.000,0.000,0.000,20.00000000,90.801760,32000.000000,1.0000,15.7503,18.7606,1.000000e-30
15 May 2024 15:14:00.000,30.000,0.0000,30.000,187.7858,0.0000,0.0000,0.0000,0.0000,187.7858,259.187143,14.500259,-157.786,-113.102788,0.000,0.000,0.000,0.000,20.00000000,90.813306,32000.000000,1.0000,15.7618,18.7721,1.000000e-30
15 May 2024 15:14:01.000,30.000,0.0000,30.000,187.7743,0.0000,0.0000,0.0000,0.0000,187.7743,259.134549,14.500259,-157.774,-113.091229,0.000,0.000,0.000,0.000,20.00000000,90.824865,32000.000000,1.0000,15.7734,18.7837,1.000000e-30
15 May 2024 15:14:02.000,30.000,0.0000,30.000,187.7627,0.0000,0.0000,0.0000,0.0000,187.7627,259.081531,14.500259,-157.763,-113.079656,0.000,0.000,0.000,0.000,20.00000000,90.836438,32000.000000,1.0000,15.7849,18.7952,1.000000e-30
15 May 2024 15:14:03.000,30.000,0.0000,30.000,187.7511,0.0000,0.0000,0.0000,0.0000,187.7511,259.028087,14.500259,-157.751,-113.068071,0.000,0.000,0.000,0.000,20.00000000,90.848023,32000.000000,1.0000,15.7965,18.8068,1.000000e-30
15 May 2024 15:14:04.000,30.000,0.0000,30.000,187.7395,0.0000,0.0000,0.0000,0.0000,187.7395,258.974216,14.500259,-157.740,-113.056472,0.000,0.000,0.000,0.000,20.00000000,90.859622,32000.000000,1.0000,15.8081,18.8184,1.000000e-30
15 May 2024 15:14:05.000,30.000,0.0000,30.000,187.7279,0.0000,0.0000,0.0000,0.0000,187.7279,258.919915,14.500259,-157.728,-113.044861,0.000,0.000,0.000,0.000,20.00000000,90.871234,32000.000000,1.0000,15.8197,18.8300,1.000000e-30
15 May 2024 15:14:06.000,30.000,0.0000,30.000,187.7163,0.0000,0.0000,0.0000,0.0000,187.7163,258.865183,14.500259,-157.716,-113.033236,0.000,0.000,0.000,0.000,20.00000000,90.882858,32000.000000,1.0000,15.8314,18.8417,1.000000e-30
15 May 2024 15:14:07.000,30.000,0.0000,30.000,187.7046,0.0000,0.0000,0.0000,0.0000,187.7046,258.810017,14.500259,-157.705,-113.021598,0.000,0.000,0.000,0.000,20.00000000,90.894496,32000.000000,1.0000,15.8430,18.8533,1.000000e-30
15 May 2024 15:14:08.000,30.000,0.0000,30.000,187.6930,0.0000,0.0000,0.0000,0.0000,187.6930,258.754416,14.500259,-157.693,-113.009947,0.000,0.000,0.000,0.000,20.00000000,90.906147,32000.000000,1.0000,15.8546,18.8649,1.000000e-30
15 May 2024 15:14:09.000,30.000,0.0000,30.000,187.6813,0.0000,0.0000,0.0000,0.0000,187.6813,258.698378,14.500259,-157.681,-112.998283,0.000,0.000,0.000,0.000,20.00000000,90.917811,32000.000000,1.0000,15.8663,18.8766,1.000000e-30
15 May 2024 15:14:10.000,30.000,0.0000,30.000,187.6697,0.0000,0.0000,0.0000,0.0000,187.6697,258.641901,14.500259,-157.670,-112.986606,0.000,0.000,0.000,0.000,20.00000000,90.929489,32000.000000,1.0000,15.8780,18.8883,1.000000e-30
15 May 2024 15:14:11.000,30.000,0.0000,30.000,187.6580,0.0000,0.0000,0.0000,0.0000,187.6580,258.584982,14.500259,-157.658,-112.974915,0.000,0.000,0.000,0.000,20.00000000,90.941179,32000.000000,1.0000,15.8897,18.9000,1.000000e-30
15 May 2024 15:14:12.000,30.000,0.0000,30.000,187.6463,0.0000,0.0000,0.0000,0.0000,187.6463,258.527620,14.500259,-157.646,-112.963212,0.000,0.000,0.000,0.000,20.00000000,90.952883,32000.000000,1.0000,15.9014,18.9117,1.000000e-30
15 May 2024 15:14:13.000,30.000,0.0000,30.000,187.6345,0.0000,0.0000,0.0000,0.0000,187.6345,258.469812,14.500258,-157.635,-112.951495,0.000,0.000,0.000,0.000,20.00000000,90.964600,32000.000000,1.0000,15.9131,18.9234,1.000000e-30
15 May 2024 15:14:14.000,30.000,0.0000,30.000,187.6228,0.0000,0.0000,0.0000,0.0000,187.6228,258.411557,14.500258,-157.623,-112.939765,0.000,0.000,0.000,0.000,20.00000000,90.976329,32000.000000,1.0000,15.9248,18.9351,1.000000e-30
15 May 2024 15:14:15.000,30.000,0.0000,30.000,187.6111,0.0000,0.0000,0.0000,0.0000,187.6111,258.352853,14.500258,-157.611,-112.928022,0.000,0.000,0.000,0.000,20.00000000,90.988073,32000.000000,1.0000,15.9366,18.9469,1.000000e-30
15 May 2024 15:14:16.000,30.000,0.0000,30.000,187.5993,0.0000,0.0000,0.0000,0.0000,187.5993,258.293698,14.500258,-157.599,-112.916265,0.000,0.000,0.000,0.000,20.00000000,90.999829,32000.000000,1.0000,15.9483,18.9586,1.000000e-30
15 May 2024 15:14:17.000,30.000,0.0000,30.000,187.5875,0.0000,0.0000,0.0000,0.0000,187.5875,258.234088,14.500258,-157.588,-112.904496,0.000,0.000,0.000,0.000,20.00000000,91.011599,32000.000000,1.0000,15.9601,18.9704,1.000000e-30
15 May 2024 15:14:18.000,30.000,0.0000,30.000,187.5758,0.0000,0.0000,0.0000,0.0000,187.5758,258.174024,14.500258,-157.576,-112.892713,0.000,0.000,0.000,0.000,20.00000000,91.023382,32000.000000,1.0000,15.9719,18.9822,1.000000e-30
15 May 2024 15:14:19.000,30.000,0.0000,30.000,187.5640,0.0000,0.0000,0.0000,0.0000,187.5640,258.113502,14.500258,-157.564,-112.880917,0.000,0.000,0.000,0.000,20.00000000,91.035178,32000.000000,1.0000,15.9837,18.9940,1.000000e-30
15 May 2024 15:14:20.000,30.000,0.0000,30.000,187.5522,0.0000,0.0000,0.0000,0.0000,187.5522,258.052519,14.500258,-157.552,-112.869107,0.000,0.000,0.000,0.000,20.00000000,91.046987,32000.000000,1.0000,15.9955,19.0058,1.000000e-30
15 May 2024 15:14:21.000,30.000,0.0000,30.000,187.5403,0.0000,0.0000,0.0000,0.0000,187.5403,257.991075,14.500258,-157.540,-112.857284,0.000,0.000,0.000,0.000,20.00000000,91.058810,32000.000000,1.0000,16.0073,19.0176,1.000000e-30
15 May 2024 15:14:22.000,30.000,0.0000,30.000,187.5285,0.0000,0.0000,0.0000,0.0000,187.5285,257.929168,14.500258,-157.528,-112.845449,0.000,0.000,0.000,0.000,20.00000000,91.070646,32000.000000,1.0000,16.0191,19.0294,1.000000e-30
15 May 2024 15:14:23.000,30.000,0.0000,30.000,187.5166,0.0000,0.0000,0.0000,0.0000,187.5166,257.866793,14.500258,-157.517,-112.833599,0.000,0.000,0.000,0.000,20.00000000,91.082495,32000.000000,1.0000,16.0310,19.0413,1.000000e-30
15 May 2024 15:14:24.000,30.000,0.0000,30.000,187.5048,0.0000,0.0000,0.0000,0.0000,187.5048,257.803951,14.500258,-157.505,-112.821737,0.000,0.000,0.000,0.000,20.00000000,91.094357,32000.000000,1.0000,16.0429,19.0532,1.000000e-30
15 May 2024 15:14:25.000,30.000,0.0000,30.000,187.4929,0.0000,0.0000,0.0000,0.0000,187.4929,257.740638,14.500258,-157.493,-112.809861,0.000,0.000,0.000,0.000,20.00000000,91.106233,32000.000000,1.0000,16.0547,19.0650,1.000000e-30
15 May 2024 15:14:26.000,30.000,0.0000,30.000,187.4810,0.0000,0.0000,0.0000,0.0000,187.4810,257.676853,14.500258,-157.481,-112.797972,0.000,0.000,0.000,0.000,20.00000000,91.118123,32000.000000,1.0000,16.0666,19.0769,1.000000e-30
15 May 2024 15:14:27.000,30.000,0.0000,30.000,187.4691,0.0000,0.0000,0.0000,0.0000,187.4691,257.612592,14.500258,-157.469,-112.786069,0.000,0.000,0.000,0.000,20.00000000,91.130025,32000.000000,1.0000,16.0785,19.0888,1.000000e-30
15 May 2024 15:14:28.000,30.000,0.0000,30.000,187.4572,0.0000,0.0000,0.0000,0.0000,187.4572,257.547855,14.500258,-157.457,-112.774153,0.000,0.000,0.000,0.000,20.00000000,91.141941,32000.000000,1.0000,16.0904,19.1007,1.000000e-30
15 May 2024 15:14:29.000,30.000,0.0000,30.000,187.4453,0.0000,0.0000,0.0000,0.0000,187.4453,257.482638,14.500257,-157.445,-112.762224,0.000,0.000,0.000,0.000,20.00000000,91.153870,32000.000000,1.0000,16.1024,19.1127,1.000000e-30
15 May 2024 15:14:30.000,30.000,0.0000,30.000,187.4333,0.0000,0.0000,0.0000,0.0000,187.4333,257.416940,14.500257,-157.433,-112.750281,0.000,0.000,0.000,0.000,20.00000000,91.165813,32000.000000,1.0000,16.1143,19.1246,1.000000e-30
15 May 2024 15:14:31.000,30.000,0.0000,30.000,187.4214,0.0000,0.0000,0.0000,0.0000,187.4214,257.350758,14.500257,-157.421,-112.738325,0.000,0.000,0.000,0.000,20.00000000,91.177769,32000.000000,1.0000,16.1263,19.1366,1.000000e-30
15 May 2024 15:14:32.000,30.000,0.0000,30.000,187.4094,0.0000,0.0000,0.0000,0.0000,187.4094,257.284090,14.500257,-157.409,-112.726356,0.000,0.000,0.000,0.000,20.00000000,91.189738,32000.000000,1.0000,16.1382,19.1485,1.000000e-30
15 May 2024 15:14:33.000,30.000,0.0000,30.000,187.3974,0.0000,0.0000,0.0000,0.0000,187.3974,257.216934,14.500257,-157.397,-112.714373,0.000,0.000,0.000,0.000,20.00000000,91.201721,32000.000000,1.0000,16.1502,19.1605,1.000000e-30
15 May 2024 15:14:34.000,30.000,0.0000,30.000,187.3854,0.0000,0.0000,0.0000,0.0000,187.3854,257.149287,14.500257,-157.385,-112.702377,0.000,0.000,0.000,0.000,20.00000000,91.213717,32000.000000,1.0000,16.1622,19.1725,1.000000e-30
15 May 2024 15:14:35.000,30.000,0.0000,30.000,187.3734,0.0000,0.0000,0.0000,0.0000,187.3734,257.081147,14.500257,-157.373,-112.690367,0.000,0.000,0.000,0.000,20.00000000,91.225727,32000.000000,1.0000,16.1742,19.1845,1.000000e-30
15 May 2024 15:14:36.000,30.000,0.0000,30.000,187.3614,0.0000,0.0000,0.0000,0.0000,187.3614,257.012512,14.500257,-157.361,-112.678344,0.000,0.000,0.000,0.000,20.00000000,91.237750,32000.000000,1.0000,16.1863,19.1966,1.000000e-30
15 May 2024 15:14:37.000,30.000,0.0000,30.000,187.3494,0.0000,0.0000,0.0000,0.0000,187.3494,256.943380,14.500257,-157.349,-112.666308,0.000,0.000,0.000,0.000,20.00000000,91.249786,32000.000000,1.0000,16.1983,19.2086,1.000000e-30
15 May 2024 15:14:38.000,30.000,0.0000,30.000,187.3373,0.0000,0.0000,0.0000,0.0000,187.3373,256.873748,14.500257,-157.337,-112.654258,0.000,0.000,0.000,0.000,20.00000000,91.261836,32000.000000,1.0000,16.2103,19.2206,1.000000e-30
15 May 2024 15:14:39.000,30.000,0.0000,30.000,187.3252,0.0000,0.0000,0.0000,0.0000,187.3252,256.803613,14.500257,-157.325,-112.642195,0.000,0.000,0.000,0.000,20.00000000,91.273900,32000.000000,1.0000,16.2224,19.2327,1.000000e-30
15 May 2024 15:14:40.000,30.000,0.0000,30.000,187.3132,0.0000,0.0000,0.0000,0.0000,187.3132,256.732974,14.500257,-157.313,-112.630118,0.000,0.000,0.000,0.000,20.00000000,91.285977,32000.000000,1.0000,16.2345,19.2448,1.000000e-30
15 May 2024 15:14:41.000,30.000,0.0000,30.000,187.3011,0.0000,0.0000,0.0000,0.0000,187.3011,256.661828,14.500257,-157.301,-112.618027,0.000,0.000,0.000,0.000,20.00000000,91.298067,32000.000000,1.0000,16.2466,19.2569,1.000000e-30
15 May 2024 15:14:42.000,30.000,0.0000,30.000,187.2890,0.0000,0.0000,0.0000,0.0000,187.2890,256.590173,14.500257,-157.289,-112.605923,0.000,0.000,0.000,0.000,20.00000000,91.310171,32000.000000,1.0000,16.2587,19.2690,1.000000e-30
15 May 2024 15:14:43.000,30.000,0.0000,30.000,187.2769,0.0000,0.0000,0.0000,0.0000,187.2769,256.518005,14.500257,-157.277,-112.593806,0.000,0.000,0.000,0.000,20.00000000,91.322288,32000.000000,1.0000,16.2708,19.2811,1.000000e-30
15 May 2024 15:14:44.000,30.000,0.0000,30.000,187.2647,0.0000,0.0000,0.0000,0.0000,187.2647,256.445324,14.500256,-157.265,-112.581675,0.000,0.000,0.000,0.000,20.00000000,91.334419,32000.000000,1.0000,16.2829,19.2932,1.000000e-30
15 May 2024 15:14:45.000,30.000,0.0000,30.000,187.2526,0.0000,0.0000,0.0000,0.0000,187.2526,256.372126,14.500256,-157.253,-112.569531,0.000,0.000,0.000,0.000,20.00000000,91.346563,32000.000000,1.0000,16.2951,19.3054,1.000000e-30
15 May 2024 15:14:46.000,30.000,0.0000,30.000,187.2404,0.0000,0.0000,0.0000,0.0000,187.2404,256.298409,14.500256,-157.240,-112.557373,0.000,0.000,0.000,0.000,20.00000000,91.358721,32000.000000,1.0000,16.3072,19.3175,1.000000e-30
15 May 2024 15:14:47.000,30.000,0.0000,30.000,187.2282,0.0000,0.0000,0.0000,0.0000,187.2282,256.224170,14.500256,-157.228,-112.545202,0.000,0.000,0.000,0.000,20.00000000,91.370892,32000.000000,1.0000,16.3194,19.3297,1.000000e-30
15 May 2024 15:14:48.000,30.000,0.0000,30.000,187.2161,0.0000,0.0000,0.0000,0.0000,187.2161,256.149407,14.500256,-157.216,-112.533017,0.000,0.000,0.000,0.000,20.00000000,91.383077,32000.000000,1.0000,16.3316,19.3419,1.000000e-30
15 May 2024 15:14:49.000,30.000,0.0000,30.000,187.2039,0.0000,0.0000,0.0000,0.0000,187.2039,256.074117,14.500256,-157.204,-112.520818,0.000,0.000,0.000,0.000,20.00000000,91.395276,32000.000000,1.0000,16.3438,19.3541,1.000000e-30
15 May 2024 15:14:50.000,30.000,0.0000,30.000,187.1917,0.0000,0.0000,0.0000,0.0000,187.1917,255.998298,14.500256,-157.192,-112.508606,0.000,0.000,0.000,0.000,20.00000000,91.407488,32000.000000,1.0000,16.3560,19.3663,1.000000e-30
15 May 2024 15:14:51.000,30.000,0.0000,30.000,187.1794,0.0000,0.0000,0.0000,0.0000,187.1794,255.921948,14.500256,-157.179,-112.496381,0.000,0.000,0.000,0.000,20.00000000,91.419713,32000.000000,1.0000,16.3682,19.3785,1.000000e-30
15 May 2024 15:14:52.000,30.000,0.0000,30.000,187.1672,0.0000,0.0000,0.0000,0.0000,187.1672,255.845063,14.500256,-157.167,-112.484142,0.000,0.000,0.000,0.000,20.00000000,91.431953,32000.000000,1.0000,16.3805,19.3908,1.000000e-30
15 May 2024 15:14:53.000,30.000,0.0000,30.000,187.1549,0.0000,0.0000,0.0000,0.0000,187.1549,255.767642,14.500256,-157.155,-112.471889,0.000,0.000,0.000,0.000,20.00000000,91.444205,32000.000000,1.0000,16.3927,19.4030,1.000000e-30
